time,lev,lat,lon,EPV,PHIS,PS,V,T,OMEGA,QL,U,QV,QI,O3
2013-01-04 00:00:00,925.0,37.5,-81.25,8.1310316e-07,7363.7095,93452.23,-2.2444649,270.30988,-0.12981829,0.0,6.431988,0.002407281,0.0,5.8325355e-08
2013-01-04 00:00:00,925.0,37.5,-80.625,8.764622e-07,6665.7095,94220.23,-4.060871,270.9632,0.13147321,0.0,6.951519,0.00245115,0.0,5.8761913e-08
2013-01-04 00:00:00,925.0,37.5,-80.0,2.0646291e-07,5505.7095,95596.23,-4.7737617,271.26984,0.36084333,8.054485e-09,7.9905815,0.0025264903,0.0,5.882012e-08
2013-01-04 00:00:00,925.0,38.0,-82.5,-4.7144795e-09,2934.7097,98908.23,-1.5198554,270.5374,-0.081364,0.0,9.592144,0.0021955653,0.0,5.6972027e-08
2013-01-04 00:00:00,925.0,38.0,-81.875,-1.44933665e-08,3838.7097,97756.23,-1.5335273,270.9417,-0.18682513,0.0,9.482769,0.0021564646,0.0,5.7714175e-08
2013-01-04 00:00:00,925.0,38.0,-81.25,2.3184145e-07,5387.7095,95860.23,-2.0013008,270.7796,-0.2319301,0.0,8.674175,0.002251832,0.0,5.799066e-08
2013-01-04 00:00:00,925.0,38.0,-80.625,1.8379072e-06,7809.7095,92868.23,-2.7757149,269.04865,0.10077254,0.0,5.187847,0.0025665446,0.0,5.8645497e-08
2013-01-04 00:00:00,925.0,38.0,-80.0,1.3894754e-06,7125.7095,93596.23,-3.2483711,269.1961,0.2211949,9.3423296e-08,6.123394,0.0025789423,0.0,5.86746e-08
2013-01-04 00:00:00,925.0,38.5,-82.5,-6.5771246e-09,2366.7097,99580.23,-1.7151679,269.55646,-0.052332245,3.5142875e-08,10.705425,0.0023681803,6.0595085e-11,5.6288087e-08
2013-01-04 00:00:00,925.0,38.5,-81.875,-7.508447e-09,2665.7097,99180.23,-1.3196601,270.24933,-0.17147478,0.0,10.982769,0.0022213145,0.0,5.7277617e-08
2013-01-04 00:00:00,925.0,38.5,-81.25,-5.645802e-09,3425.7097,98188.23,-0.9182929,270.5374,-0.3092006,0.0,10.8812065,0.0021707697,0.0,5.767052e-08
2013-01-04 00:00:00,925.0,38.5,-80.625,1.759621e-07,5969.7095,95108.23,-0.79182804,270.33527,-0.29101214,8.0103746e-10,9.560894,0.0023319407,1.8215745e-24,5.759776e-08
2013-01-04 00:00:00,925.0,38.5,-80.0,,8553.71,91924.23,,,,,,,,
2013-01-04 00:00:00,925.0,39.0,-82.5,-9.891892e-10,2347.7097,99580.23,-2.177082,268.5103,0.0053440705,3.4051482e-07,11.9905815,0.0024873896,2.4408564e-10,5.4832896e-08
2013-01-04 00:00:00,925.0,39.0,-81.875,3.2017624e-09,2375.7097,99516.23,-1.5930976,268.93073,-0.06353601,5.197944e-08,12.0374565,0.0024358912,8.7027274e-11,5.60116e-08
2013-01-04 00:00:00,925.0,39.0,-81.25,-9.371092e-09,2759.7097,99036.23,-0.90852726,269.37628,-0.2261928,3.1734817e-07,12.1155815,0.0023080988,3.7857717e-10,5.7117546e-08
2013-01-04 00:00:00,925.0,39.0,-80.625,6.9558496e-08,3755.7097,97740.23,0.2528497,269.46124,-0.3109096,9.583309e-07,11.728863,0.002369134,1.2560122e-09,5.729217e-08
2013-01-04 00:00:00,925.0,39.0,-80.0,3.0192348e-07,6389.7095,94500.23,0.8440362,269.1507,-0.28301653,2.8900104e-08,10.857769,0.0024702235,5.6976646e-13,5.7263065e-08
2013-01-04 00:00:00,925.0,39.5,-82.5,4.5987463e-09,2575.7097,99260.23,-2.1487617,267.56378,0.03573958,3.1627715e-06,13.34605,0.0024635477,7.4342097e-09,5.381426e-08
2013-01-04 00:00:00,925.0,39.5,-81.875,1.3391173e-09,2558.7097,99252.23,-1.4925116,267.7812,0.013400711,1.9567087e-06,13.330425,0.0025102778,7.366907e-09,5.4396338e-08
2013-01-04 00:00:00,925.0,39.5,-81.25,1.670594e-08,2759.7097,98972.23,-0.58821476,267.9996,-0.07605394,2.018176e-06,12.9593315,0.0024959727,5.991751e-09,5.563325e-08
2013-01-04 00:00:00,925.0,39.5,-80.625,1.9965569e-08,3440.7097,98100.23,0.5082208,268.39325,-0.19463763,3.885478e-06,13.0374565,0.0024826212,4.996764e-09,5.6666437e-08
2013-01-04 00:00:00,925.0,39.5,-80.0,1.5774617e-08,4697.7095,96500.23,1.1778325,268.237,-0.20354876,6.2808394e-06,12.353863,0.002588479,2.9387593e-08,5.6870164e-08
2013-01-04 00:00:00,900.0,37.0,-82.5,-3.3318202e-09,6277.7095,94844.23,-4.155802,270.37396,-0.07476257,0.0,5.6471453,0.002092748,0.0,5.883834e-08
2013-01-04 00:00:00,900.0,37.0,-81.875,1.38976475e-08,6925.7095,94012.23,-4.925333,270.30072,-0.034754023,0.0,6.145192,0.0021347096,0.0,5.915848e-08
2013-01-04 00:00:00,900.0,37.0,-81.25,3.25241e-08,8101.7095,92580.23,-5.9311924,270.07025,0.17654969,0.0,7.5573015,0.0022367528,0.0,5.8896546e-08
2013-01-04 00:00:00,900.0,37.0,-80.625,-1.0035137e-09,6499.7095,94428.23,-6.6948643,270.01654,0.39444518,0.0,7.783864,0.0022605946,0.0,5.9507727e-08
2013-01-04 00:00:00,900.0,37.0,-80.0,5.3013196e-08,4623.7095,96684.23,-6.470255,270.06635,0.40006042,0.0,7.736989,0.002230077,0.0,6.011891e-08
2013-01-04 00:00:00,900.0,37.5,-82.5,2.4607857e-08,4002.7097,97572.23,-2.2524815,269.72064,-0.052149042,0.0,8.53777,0.001978307,0.0,5.8285366e-08
2013-01-04 00:00:00,900.0,37.5,-81.875,4.2768647e-08,5333.7095,95964.23,-3.1616611,269.44525,-0.08068298,0.0,8.311208,0.0020889333,0.0,5.8489093e-08
2013-01-04 00:00:00,900.0,37.5,-81.25,6.912728e-09,7363.7095,93452.23,-4.2319736,269.4394,-0.03164123,0.0,9.03777,0.0022319844,0.0,5.8489093e-08
2013-01-04 00:00:00,900.0,37.5,-80.625,6.447067e-09,6665.7095,94220.23,-5.659708,269.5976,0.20902039,0.0,9.8541765,0.0022558263,0.0,5.8809235e-08
2013-01-04 00:00:00,900.0,37.5,-80.0,7.629626e-08,5505.7095,95596.23,-5.9038486,269.4804,0.4227655,2.267916e-08,10.1041765,0.0022815755,0.0,5.907117e-08
2013-01-04 00:00:00,900.0,38.0,-82.5,1.5219905e-07,2934.7097,98908.23,-1.5532627,268.5395,-0.07445739,1.1900738e-09,10.330739,0.0020374348,1.6509016e-13,5.7310388e-08
2013-01-04 00:00:00,900.0,38.0,-81.875,3.9043357e-08,3838.7097,97756.23,-1.7114658,268.87982,-0.14611267,0.0,10.303395,0.0020860722,0.0,5.7877912e-08
2013-01-04 00:00:00,900.0,38.0,-81.25,-4.728804e-09,5387.7095,95860.23,-2.6802158,268.9892,-0.18043922,0.0,10.326833,0.002136617,0.0,5.8110743e-08
2013-01-04 00:00:00,900.0,38.0,-80.625,8.1418534e-08,7809.7095,92868.23,-4.220255,268.7602,-0.06859802,6.666596e-09,9.983083,0.0022939732,0.0,5.8256262e-08
2013-01-04 00:00:00,900.0,38.0,-80.0,1.480081e-07,7125.7095,93596.23,-4.927286,268.24506,0.2590692,3.8393773e-07,10.315114,0.002314954,1.084004e-10,5.870737e-08
2013-01-04 00:00:00,900.0,38.5,-82.5,1.1354916e-07,2366.7097,99580.23,-1.7612705,267.48358,-0.063074335,4.550442e-06,11.19402,0.002320676,8.516508e-09,5.633541e-08
2013-01-04 00:00:00,900.0,38.5,-81.875,1.5294631e-08,2665.7097,99180.23,-1.2895908,268.13422,-0.1577246,5.0150106e-11,11.428395,0.0022043278,1.9061142e-14,5.733949e-08
2013-01-04 00:00:00,900.0,38.5,-81.25,-5.6601266e-09,3425.7097,98188.23,-0.9858799,268.41205,-0.26546693,0.0,11.6198015,0.0021566441,0.0,5.770329e-08
2013-01-04 00:00:00,900.0,38.5,-80.625,3.8577696e-08,5969.7095,95108.23,-1.5200596,268.17328,-0.21611999,1.8300489e-07,10.8698015,0.0022043278,8.9187324e-11,5.7834256e-08
2013-01-04 00:00:00,900.0,38.5,-80.0,1.882878e-07,8553.71,91924.23,-1.675333,267.22943,-0.030481562,7.955823e-07,8.623708,0.0023950627,3.5788617e-10,5.8198054e-08
2013-01-04 00:00:00,900.0,39.0,-82.5,3.624939e-08,2347.7097,99580.23,-2.2231846,266.43878,-0.0036260933,2.5689602e-05,12.670583,0.0023759892,1.16066076e-07,5.4778354e-08
2013-01-04 00:00:00,900.0,39.0,-81.875,4.369997e-08,2375.7097,99516.23,-1.5200596,266.8784,-0.06841491,8.698553e-06,12.91277,0.0023540547,3.045716e-08,5.589885e-08
2013-01-04 00:00:00,900.0,39.0,-81.25,1.3247927e-09,2759.7097,99036.23,-0.8794346,267.2702,-0.22031616,1.8170103e-06,12.897145,0.0022901585,3.0486262e-09,5.710666e-08
2013-01-04 00:00:00,900.0,39.0,-80.625,2.1348228e-08,3755.7097,97740.23,-0.066934586,267.46527,-0.26101136,2.9867515e-06,13.10027,0.0022958806,3.8417056e-09,5.7368595e-08
2013-01-04 00:00:00,900.0,39.0,-80.0,8.309712e-09,6389.7095,94500.23,0.22823143,267.3625,-0.19661544,3.120862e-06,13.389333,0.0024045995,1.6589183e-08,5.7383147e-08
2013-01-04 00:00:00,900.0,39.5,-82.5,7.955589e-08,2575.7097,99260.23,-2.45463,265.55023,0.03415467,6.121397e-05,14.190114,0.002279668,2.8440263e-07,5.384703e-08
2013-01-04 00:00:00,900.0,39.5,-81.875,6.512039e-08,2558.7097,99252.23,-1.8306065,265.76215,0.0057122856,5.288422e-05,14.428395,0.0023397496,1.7316779e-07,5.4239933e-08
2013-01-04 00:00:00,900.0,39.5,-81.25,1.18205776e-07,2759.7097,98972.23,-0.9487705,266.00116,-0.07818054,2.9973686e-05,14.217458,0.0023635915,9.7206794e-08,5.5462294e-08
2013-01-04 00:00:00,900.0,39.5,-80.625,9.538837e-08,3440.7097,98100.23,0.11372948,266.4538,-0.17365097,1.4793128e-05,14.4323015,0.0023750355,3.7718564e-08,5.648093e-08
2013-01-04 00:00:00,900.0,39.5,-80.0,1.4242016e-07,4697.7095,96500.23,0.61885643,266.47858,-0.14440368,2.411753e-05,14.424489,0.0024198582,6.204937e-08,5.694659e-08
2013-01-04 00:00:00,875.0,37.0,-82.5,1.5139676e-08,6277.7095,94844.23,-4.0113664,268.20978,0.005495414,0.0,6.2704816,0.0020227246,0.0,5.904927e-08
2013-01-04 00:00:00,875.0,37.0,-81.875,4.895128e-09,6925.7095,94012.23,-5.1109757,268.1756,0.08514629,0.0,7.043919,0.0020608716,0.0,5.935486e-08
2013-01-04 00:00:00,875.0,37.0,-81.25,4.866729e-08,8101.7095,92580.23,-6.4508195,267.9063,0.30066144,0.0,8.866185,0.0021028332,0.0,5.919479e-08
2013-01-04 00:00:00,875.0,37.0,-80.625,1.8743435e-07,6499.7095,94428.23,-7.068007,268.2088,0.43396223,0.0,8.713841,0.0019292645,0.0,6.002425e-08
2013-01-04 00:00:00,875.0,37.0,-80.0,2.7497867e-07,4623.7095,96684.23,-6.989882,268.63263,0.395388,0.0,8.495091,0.001787167,0.0,6.054812e-08
2013-01-04 00:00:00,875.0,37.5,-82.5,6.356845e-08,4002.7097,97572.23,-2.7183976,267.84308,-0.010068551,0.0,9.702123,0.001696568,0.0,5.9078374e-08
2013-01-04 00:00:00,875.0,37.5,-81.875,7.6606966e-08,5333.7095,95964.23,-3.6695695,267.68423,0.0064719766,0.0,9.655248,0.0017480664,0.0,5.9238445e-08
2013-01-04 00:00:00,875.0,37.5,-81.25,7.2881676e-08,7363.7095,93452.23,-4.5914445,267.30914,0.07489239,0.0,10.252904,0.002077084,0.0,5.8845544e-08
2013-01-04 00:00:00,875.0,37.5,-80.625,7.846961e-08,6665.7095,94220.23,-6.1226945,267.60944,0.28613508,0.0,11.151341,0.0020370297,0.0,5.9238445e-08
2013-01-04 00:00:00,875.0,37.5,-80.0,1.4273087e-07,5505.7095,95596.23,-6.6812882,267.9721,0.44543684,1.3761792e-10,11.436498,0.0018391423,9.176687e-15,5.993694e-08
2013-01-04 00:00:00,875.0,38.0,-82.5,2.4517635e-07,2934.7097,98908.23,-2.1002336,267.3393,-0.061582223,1.2374949e-07,11.577123,0.0017046742,3.3480774e-11,5.8714576e-08
2013-01-04 00:00:00,875.0,38.0,-81.875,1.9209097e-07,3838.7097,97756.23,-2.279921,267.12274,-0.09814228,1.9954314e-09,11.471654,0.0017728619,3.4505732e-13,5.8627265e-08
2013-01-04 00:00:00,875.0,38.0,-81.25,5.984316e-08,5387.7095,95860.23,-3.03871,266.85626,-0.0835091,0.0,11.338841,0.0019912533,0.0,5.8321675e-08
2013-01-04 00:00:00,875.0,38.0,-80.625,5.8911837e-08,7809.7095,92868.23,-4.78871,266.84552,0.022402152,3.9244696e-10,12.186498,0.00206564,2.6166569e-14,5.8641817e-08
2013-01-04 00:00:00,875.0,38.0,-80.0,1.399369e-07,7125.7095,93596.23,-6.0308976,267.0296,0.32812726,7.7765435e-08,13.237279,0.0018815808,3.4006575e-11,5.9383964e-08
2013-01-04 00:00:00,875.0,38.5,-82.5,3.4529353e-07,2366.7097,99580.23,-1.9840227,266.09747,-0.06631245,8.087605e-06,12.483373,0.0020532422,3.9799488e-08,5.6706412e-08
2013-01-04 00:00:00,875.0,38.5,-81.875,1.9395361e-07,2665.7097,99180.23,-1.4361712,266.23126,-0.13865437,8.5518695e-07,12.541966,0.0020875745,4.7543836e-10,5.7564975e-08
2013-01-04 00:00:00,875.0,38.5,-81.25,1.2224177e-07,3425.7097,98188.23,-1.2291399,266.28937,-0.20028462,8.803909e-09,12.401341,0.0020932965,4.7553073e-12,5.784146e-08
2013-01-04 00:00:00,875.0,38.5,-80.625,4.866729e-08,5969.7095,95108.23,-2.2662492,266.33087,-0.103139535,7.2977855e-09,12.916966,0.0020141415,2.364331e-12,5.8176155e-08
2013-01-04 00:00:00,875.0,38.5,-80.0,7.195035e-08,8553.71,91924.23,-3.31996,265.94073,0.080324516,1.8943101e-06,13.260716,0.002202969,7.796189e-09,5.8234363e-08
2013-01-04 00:00:00,875.0,39.0,-82.5,1.9861022e-07,2347.7097,99580.23,-2.31996,264.71808,-0.013639107,3.7908554e-05,13.557591,0.002161961,2.4435576e-07,5.478556e-08
